age,kids,hours,domain,skill,education,city_type,language,device,work_mode,work_type,income
24,3,3,Gardening,Gardening,PG,Urban,Hindi,Mobile,Offline Local,Plant Selling,16207
44,0,4,Gardening,Nursery Management,8th,Urban,Hindi,Mobile,Offline Local,Plant Selling,10310
29,1,4,Doctor,Consultation,No Formal,Urban,Both,Laptop,Offline Local,Health Consultant (Online),25804
24,3,8,Clothing,Embroidery,10th,Rural,English,Mobile,Offline Local,Tailoring,18514
45,0,8,Music,Music Teaching,10th,Urban,Both,Both,Offline Local,Singer for Events,22084
39,3,5,Cooking,Meal Planning,10th,Urban,Both,Both,Hybrid,Catering Assistant,14289
27,3,4,Baking,Baking,8th,Rural,Hindi,Both,Hybrid,Home Bakery,13042
45,2,8,Gardening,Plant Care,10th,Rural,Both,Mobile,Offline Local,Plant Selling,18721
37,2,8,Cooking,Food Packaging,12th,Semi-Urban,Both,Mobile,Hybrid,Home Tiffin Service,16561
27,3,1,Handicraft,Art,UG,Semi-Urban,Both,Laptop,Work From Home,Jewelry Making,10850
42,1,4,Clothing,Fashion Designing,Diploma,Urban,English,Laptop,Hybrid,Clothing Seller Online,17310
32,4,6,Doctor,Basic Healthcare,PG,Semi-Urban,Hindi,Laptop,Offline Local,Health Consultant (Online),31676
44,1,8,Beauty,Hair Styling,12th,Semi-Urban,Both,Both,Hybrid,Makeup Artist,23672
39,2,4,Doctor,Patient Support,UG,Rural,Both,Mobile,Work From Home,Telemedicine Assistant,28117
35,1,5,Handicraft,Craft Making,8th,Urban,Both,Mobile,Offline Local,Handmade Products Seller,17789
44,0,3,IT,Web Development,8th,Urban,English,Mobile,Hybrid,Graphic Designing,20854
22,1,6,Gardening,Gardening,No Formal,Urban,Hindi,Mobile,Offline Local,Plant Selling,15757
24,2,3,Gardening,Gardening,Diploma,Semi-Urban,Hindi,Mobile,Hybrid,Nursery Worker,10681
24,3,8,Beauty,Makeup,12th,Rural,Both,Laptop,Offline Local,Makeup Artist,24367
27,1,1,Commerce,Tally,Diploma,Urban,English,Mobile,Offline Local,GST Filing Assistant,16906
32,2,4,Nurse,Patient Monitoring,12th,Urban,Hindi,Mobile,Hybrid,Clinic Nurse,20275
38,2,3,Cleaning,Housekeeping,8th,Semi-Urban,Hindi,Laptop,Offline Local,Deep Cleaning Services,12358
25,1,1,Clothing,Embroidery,PG,Semi-Urban,Hindi,Both,Hybrid,Clothing Seller Online,16229
33,1,6,Fitness,Exercise Training,UG,Rural,English,Both,Hybrid,Diet Coach,20686
35,1,2,Electrician,Electrical Repair,12th,Urban,Hindi,Mobile,Hybrid,Appliance Fixing,15777
44,2,5,Fitness,Nutrition,No Formal,Urban,Hindi,Mobile,Work From Home,Zumba Trainer,18674
33,3,4,Beauty,Makeup,12th,Rural,Both,Both,Work From Home,Makeup Artist,17120
50,3,4,Handicraft,Art,No Formal,Semi-Urban,Both,Both,Work From Home,Jewelry Making,15103
50,0,3,Data Entry,Typing,PG,Semi-Urban,English,Both,Offline Local,Excel Assistant,16312
40,0,7,Social Media,Canva,UG,Rural,Hindi,Both,Work From Home,Social Media Manager,25736
49,1,3,Government,Office Work,UG,Semi-Urban,Hindi,Laptop,Offline Local,Data Entry Operator,21384
35,1,4,Nurse,Patient Monitoring,PG,Urban,English,Laptop,Offline Local,Patient Support Online,27063
39,1,7,Commerce,Accounting,Diploma,Semi-Urban,Both,Mobile,Hybrid,Bookkeeping,22526
23,2,1,Law,Documentation,No Formal,Urban,Hindi,Mobile,Offline Local,Documentation Support,14929
20,2,4,Law,Legal Drafting,12th,Semi-Urban,English,Both,Hybrid,Legal Assistant,19113
48,3,2,Government,Clerk Skills,PG,Urban,English,Both,Hybrid,Office Assistant,20066
42,3,4,Labour,Physical Work,Diploma,Urban,English,Both,Hybrid,Warehouse Helper,13200
26,0,7,Commerce,Excel,UG,Urban,English,Mobile,Work From Home,Bookkeeping,25463
35,1,5,Clothing,Stitching,Diploma,Semi-Urban,English,Laptop,Work From Home,Boutique Business,16807
25,3,2,Social Media,Canva,8th,Urban,Both,Both,Hybrid,Instagram Reels Editor,17960
48,4,4,Doctor,Patient Support,UG,Urban,Both,Mobile,Hybrid,Clinic Support,27657
22,4,3,Government,Office Work,8th,Rural,Hindi,Both,Offline Local,Clerk,16967
46,4,7,Teaching,Communication,10th,Semi-Urban,English,Both,Work From Home,Home Tuition,21238
46,2,1,Cleaning,Sanitization,No Formal,Rural,Hindi,Both,Hybrid,Office Cleaning,8743
28,1,3,Clothing,Stitching,8th,Urban,English,Laptop,Work From Home,Clothing Seller Online,15473
44,2,7,Data Entry,Data Management,8th,Semi-Urban,Both,Both,Offline Local,Typing Work,18731
43,3,2,IT,Graphic Designing,PG,Rural,English,Laptop,Hybrid,Graphic Designing,24913
33,1,8,Banking,Data Entry,No Formal,Semi-Urban,Hindi,Laptop,Work From Home,Banking Sales Agent,22121
22,4,3,Government,Documentation,12th,Rural,Hindi,Laptop,Hybrid,Data Entry Operator,21240
25,3,5,Cooking,Meal Planning,No Formal,Rural,Hindi,Laptop,Offline Local,Catering Assistant,12533
44,1,6,Teaching,Communication,UG,Urban,English,Both,Hybrid,Coaching Assistant,25079
28,1,7,Nurse,First Aid,12th,Urban,English,Mobile,Offline Local,Home Care Nurse,28227
40,1,5,Social Media,Canva,10th,Rural,Hindi,Laptop,Hybrid,Social Media Manager,20768
46,2,5,Handicraft,Craft Making,PG,Rural,Both,Mobile,Offline Local,Jewelry Making,18382
25,2,2,Handicraft,Craft Making,No Formal,Urban,English,Laptop,Work From Home,Jewelry Making,13336
30,2,2,Gardening,Nursery Management,PG,Urban,English,Both,Hybrid,Nursery Worker,15659
48,2,6,Data Entry,Data Management,PG,Rural,English,Both,Work From Home,Data Entry,21186
27,1,1,Baking,Baking,Diploma,Urban,English,Mobile,Hybrid,Home Bakery,11723
22,1,5,Nurse,Patient Monitoring,UG,Urban,Hindi,Laptop,Offline Local,Clinic Nurse,24745
30,2,3,Security,Communication,Diploma,Urban,English,Laptop,Work From Home,Security Guard,13541
41,2,6,Social Media,Canva,Diploma,Rural,English,Laptop,Hybrid,Instagram Reels Editor,21050
42,1,8,Beauty,Mehndi,PG,Rural,English,Laptop,Offline Local,Mehndi Artist,23141
43,3,6,Clothing,Stitching,No Formal,Urban,English,Both,Offline Local,Tailoring,18651
47,3,7,Baking,Cake Decoration,UG,Urban,English,Laptop,Work From Home,Dessert Selling Online,18361
40,1,7,Gardening,Plant Care,8th,Rural,English,Both,Hybrid,Nursery Worker,18445
35,2,4,Clothing,Embroidery,UG,Urban,Hindi,Mobile,Hybrid,Boutique Business,15526
31,2,6,Data Entry,Excel,10th,Urban,Both,Both,Work From Home,Excel Assistant,16394
27,1,3,Labour,Physical Work,UG,Rural,English,Laptop,Offline Local,Factory Worker,13885
30,3,1,Music,Instrument Playing,12th,Urban,English,Mobile,Work From Home,Instrument Tutor,13220
21,2,5,Labour,Helper Skills,8th,Rural,Both,Laptop,Work From Home,Factory Worker,15621
26,1,4,Handicraft,Product Selling,UG,Rural,Hindi,Both,Offline Local,Handmade Products Seller,15622
34,3,4,Handicraft,Craft Making,12th,Semi-Urban,Both,Both,Work From Home,Art & Craft Business,12736
37,1,1,Teaching,Communication,12th,Urban,English,Laptop,Hybrid,Online Tutor,17019
49,1,3,Cleaning,Housekeeping,No Formal,Urban,Hindi,Mobile,Work From Home,House Cleaning,8567
34,1,2,Music,Music Teaching,No Formal,Semi-Urban,Hindi,Laptop,Work From Home,Instrument Tutor,13143
30,0,6,Cleaning,Sanitization,8th,Semi-Urban,English,Mobile,Work From Home,House Cleaning,15539
35,1,2,Handicraft,Art,PG,Urban,English,Mobile,Hybrid,Handmade Products Seller,16727
36,0,2,Labour,Helper Skills,12th,Urban,English,Laptop,Work From Home,Warehouse Helper,10848
20,1,2,Data Entry,Excel,UG,Semi-Urban,English,Laptop,Work From Home,Typing Work,12047
39,0,3,Handicraft,Art,No Formal,Rural,English,Laptop,Work From Home,Handmade Products Seller,13211
44,2,7,Banking,Data Entry,12th,Urban,Hindi,Mobile,Work From Home,Customer Support,21665
30,3,1,Cooking,Meal Planning,Diploma,Semi-Urban,Hindi,Laptop,Offline Local,Meal Prep Business,12693
48,4,7,Cooking,Meal Planning,Diploma,Urban,English,Laptop,Work From Home,Home Tiffin Service,20792
49,4,6,Data Entry,Data Management,10th,Urban,Both,Mobile,Offline Local,Excel Assistant,15498
44,0,8,Teaching,Teaching,No Formal,Urban,Hindi,Both,Work From Home,Online Tutor,25159
39,3,2,Clothing,Stitching,8th,Urban,English,Both,Hybrid,Boutique Business,12790
33,1,8,Security,Discipline,Diploma,Semi-Urban,English,Mobile,Work From Home,Watchman,18472
38,3,4,Baking,Baking,10th,Semi-Urban,Both,Mobile,Work From Home,Home Bakery,12649
50,3,4,Gardening,Nursery Management,12th,Semi-Urban,Hindi,Mobile,Work From Home,Nursery Worker,15211
31,3,3,Electrician,Electrical Repair,12th,Urban,Hindi,Mobile,Work From Home,Home Electrician,15041
40,1,7,Teaching,Teaching,No Formal,Semi-Urban,English,Both,Work From Home,Home Tuition,24129
31,1,8,Baking,Chocolate Making,No Formal,Rural,Hindi,Laptop,Work From Home,Custom Cake Business,19395
50,1,2,Commerce,Excel,8th,Rural,Hindi,Both,Hybrid,Bookkeeping,12751
48,0,4,Security,Security Monitoring,8th,Semi-Urban,Hindi,Mobile,Hybrid,Security Guard,15057
26,1,4,Clothing,Fashion Designing,10th,Rural,Both,Laptop,Hybrid,Clothing Seller Online,14320
36,1,6,Doctor,Basic Healthcare,PG,Semi-Urban,English,Mobile,Work From Home,Clinic Support,28994
27,2,8,Teaching,Teaching,12th,Rural,Hindi,Laptop,Offline Local,Online Tutor,21672
47,1,8,Teaching,Communication,8th,Semi-Urban,English,Laptop,Hybrid,Online Tutor,21635
23,2,2,Doctor,Consultation,UG,Urban,Both,Laptop,Work From Home,Health Consultant (Online),24184
46,3,6,IT,Graphic Designing,Diploma,Urban,Both,Both,Work From Home,Graphic Designing,26808
50,1,8,IT,Graphic Designing,12th,Semi-Urban,English,Laptop,Work From Home,Graphic Designing,27309
29,1,1,Nurse,First Aid,12th,Rural,Both,Laptop,Work From Home,Patient Support Online,16794
46,1,4,Teaching,Teaching,No Formal,Rural,Both,Mobile,Offline Local,Coaching Assistant,16784
38,1,4,Law,Research,UG,Semi-Urban,English,Both,Hybrid,Contract Reviewer,21547
28,1,5,IT,Web Development,10th,Rural,English,Laptop,Work From Home,Graphic Designing,26439
45,1,4,Banking,Data Entry,No Formal,Rural,Hindi,Both,Hybrid,Back Office Assistant,17643
45,1,3,Cooking,Meal Planning,PG,Urban,Both,Mobile,Hybrid,Cooking Classes Online,15278
31,3,2,Security,Discipline,10th,Urban,Both,Mobile,Work From Home,Watchman,13344
39,2,7,Banking,Customer Handling,12th,Urban,English,Mobile,Hybrid,Back Office Assistant,25525
32,0,4,Social Media,Instagram,Diploma,Urban,English,Both,Offline Local,Social Media Manager,20282
47,0,6,Doctor,Patient Support,8th,Rural,Hindi,Both,Offline Local,Clinic Support,26303
40,3,4,Cleaning,Organization,No Formal,Urban,Both,Mobile,Offline Local,Office Cleaning,10676
45,1,8,Labour,Helper Skills,UG,Semi-Urban,English,Mobile,Hybrid,Warehouse Helper,20397
26,0,5,E-Commerce,Inventory,UG,Urban,Both,Both,Hybrid,Catalog Manager,19254
35,1,1,Electrician,Wiring,12th,Rural,Hindi,Mobile,Work From Home,Appliance Fixing,14597
36,0,5,Teaching,Communication,Diploma,Rural,Hindi,Laptop,Offline Local,Online Tutor,21352
35,0,5,E-Commerce,Packing,PG,Rural,Both,Laptop,Offline Local,Product Packing,17464
48,0,4,Data Entry,Data Management,12th,Urban,Both,Laptop,Hybrid,Data Entry,15067
42,2,3,Fitness,Exercise Training,12th,Semi-Urban,Hindi,Both,Work From Home,Diet Coach,18244
40,2,3,Baking,Cake Decoration,PG,Semi-Urban,Both,Laptop,Work From Home,Home Bakery,16482
47,2,6,Government,Clerk Skills,PG,Semi-Urban,Both,Mobile,Hybrid,Office Assistant,25134
27,2,2,Baking,Cake Decoration,8th,Semi-Urban,Both,Both,Offline Local,Dessert Selling Online,13354
23,3,5,Banking,Customer Handling,PG,Semi-Urban,Both,Mobile,Hybrid,Banking Sales Agent,25219
41,2,3,Electrician,Appliance Maintenance,UG,Rural,Both,Both,Work From Home,Home Electrician,20621
36,2,1,IT,Web Development,12th,Urban,English,Both,Work From Home,Web Development,22230
42,1,3,Electrician,Appliance Maintenance,No Formal,Urban,Hindi,Mobile,Work From Home,Electrical Repair Services,15871
46,1,5,Doctor,Consultation,Diploma,Semi-Urban,English,Both,Hybrid,Telemedicine Assistant,26093
22,2,2,Clothing,Stitching,10th,Rural,English,Laptop,Hybrid,Tailoring,13373
40,3,1,Security,Discipline,No Formal,Rural,English,Mobile,Work From Home,Night Guard,11532
30,1,7,Music,Instrument Playing,UG,Urban,Both,Both,Work From Home,Instrument Tutor,23603
38,2,6,Beauty,Hair Styling,8th,Urban,Both,Both,Work From Home,Makeup Artist,16526
36,4,5,Banking,Customer Handling,10th,Semi-Urban,Hindi,Mobile,Offline Local,Customer Support,22013
48,0,6,Teaching,Communication,PG,Rural,Both,Laptop,Offline Local,Coaching Assistant,25668
20,2,4,Cooking,Food Packaging,12th,Urban,English,Laptop,Work From Home,Meal Prep Business,15656
37,2,5,Teaching,Communication,No Formal,Rural,Hindi,Mobile,Hybrid,Home Tuition,20872
50,1,4,Law,Legal Drafting,8th,Urban,English,Laptop,Work From Home,Documentation Support,22263
28,1,1,Doctor,Consultation,UG,Rural,Hindi,Both,Hybrid,Clinic Support,25880
36,2,6,Clothing,Fashion Designing,Diploma,Urban,Hindi,Laptop,Offline Local,Clothing Seller Online,18152
35,1,2,Teaching,Communication,UG,Rural,English,Both,Offline Local,Home Tuition,17290
41,0,3,Music,Singing,10th,Urban,English,Both,Work From Home,Instrument Tutor,13172
25,1,2,Cleaning,Sanitization,8th,Rural,Hindi,Mobile,Hybrid,Office Cleaning,10659
45,1,3,Security,Communication,10th,Urban,Both,Both,Offline Local,Security Guard,13274
45,1,7,IT,Graphic Designing,10th,Urban,English,Mobile,Work From Home,Web Development,29292
22,1,4,Cooking,Food Packaging,UG,Semi-Urban,Both,Both,Work From Home,Meal Prep Business,14232
26,2,8,Security,Security Monitoring,No Formal,Semi-Urban,English,Laptop,Offline Local,Watchman,16049
42,2,3,Baking,Baking,PG,Urban,Hindi,Mobile,Hybrid,Home Bakery,18934
34,3,2,Gardening,Plant Care,Diploma,Rural,English,Laptop,Work From Home,Plant Selling,11755
46,0,3,Gardening,Gardening,No Formal,Rural,Both,Laptop,Work From Home,Plant Selling,10919
31,2,2,Data Entry,Excel,Diploma,Urban,English,Laptop,Work From Home,Typing Work,11409
44,0,8,Banking,Customer Handling,10th,Urban,Both,Both,Offline Local,Customer Support,24341
37,3,8,Gardening,Plant Care,12th,Urban,Hindi,Laptop,Offline Local,Nursery Worker,19157
23,0,1,Music,Singing,10th,Rural,English,Mobile,Offline Local,Music Teacher Online,13595
36,2,2,Banking,Customer Handling,8th,Semi-Urban,English,Both,Hybrid,Back Office Assistant,15915
33,0,7,Nurse,First Aid,12th,Rural,Both,Laptop,Hybrid,Home Care Nurse,23643
29,2,6,Nurse,Nursing Care,12th,Rural,English,Both,Work From Home,Clinic Nurse,24419
40,3,4,Commerce,Excel,No Formal,Rural,English,Both,Work From Home,Invoice Processing,19098
50,0,7,E-Commerce,Order Handling,8th,Urban,Both,Both,Work From Home,Catalog Manager,14809
28,1,2,IT,Graphic Designing,UG,Rural,Both,Both,Hybrid,Web Development,24082
20,3,6,Fitness,Yoga,8th,Urban,Both,Laptop,Offline Local,Diet Coach,17811
27,2,3,Clothing,Fashion Designing,UG,Rural,Hindi,Mobile,Offline Local,Tailoring,17273
34,3,6,Electrician,Wiring,UG,Urban,Hindi,Laptop,Work From Home,Home Electrician,23983
32,1,7,Government,Documentation,Diploma,Semi-Urban,Hindi,Mobile,Offline Local,Clerk,25092
36,2,2,Nurse,Patient Monitoring,Diploma,Rural,English,Mobile,Offline Local,Home Care Nurse,18696
25,0,4,Gardening,Nursery Management,PG,Urban,English,Laptop,Hybrid,Plant Selling,17548
50,0,6,Commerce,Accounting,UG,Urban,Both,Laptop,Work From Home,Bookkeeping,23684
23,2,2,Fitness,Yoga,8th,Urban,Both,Both,Hybrid,Zumba Trainer,16346
37,2,7,Data Entry,Typing,Diploma,Semi-Urban,Both,Laptop,Offline Local,Typing Work,21898
46,2,6,Law,Documentation,10th,Semi-Urban,Hindi,Laptop,Work From Home,Contract Reviewer,23468
44,3,6,Social Media,Content Writing,UG,Semi-Urban,Hindi,Both,Work From Home,Instagram Reels Editor,24925
43,1,8,Security,Security Monitoring,10th,Semi-Urban,Hindi,Both,Work From Home,Night Guard,17582
46,3,3,Electrician,Wiring,UG,Semi-Urban,Hindi,Both,Hybrid,Electrical Repair Services,20398
22,2,6,Clothing,Stitching,10th,Rural,Both,Laptop,Offline Local,Tailoring,18317
21,3,3,Data Entry,Typing,Diploma,Semi-Urban,English,Laptop,Hybrid,Excel Assistant,13054
44,1,7,Banking,Customer Handling,8th,Semi-Urban,Hindi,Mobile,Offline Local,Back Office Assistant,25678
42,1,5,Nurse,Nursing Care,12th,Urban,Both,Both,Hybrid,Clinic Nurse,25597
32,4,6,Doctor,Basic Healthcare,Diploma,Urban,English,Both,Work From Home,Clinic Support,28086
35,1,2,Commerce,Accounting,UG,Semi-Urban,Hindi,Laptop,Offline Local,Bookkeeping,18105
34,1,8,Labour,Physical Work,Diploma,Rural,Both,Mobile,Work From Home,Factory Worker,18948
42,1,3,Handicraft,Art,12th,Urban,Both,Laptop,Work From Home,Handmade Products Seller,15175
44,2,8,Data Entry,Excel,PG,Urban,Both,Mobile,Offline Local,Typing Work,21298
36,2,6,Law,Legal Drafting,8th,Semi-Urban,Hindi,Both,Work From Home,Legal Assistant,21017
33,0,7,IT,Web Development,10th,Rural,Hindi,Laptop,Work From Home,Web Development,25515
46,3,6,Music,Singing,UG,Semi-Urban,Hindi,Laptop,Offline Local,Instrument Tutor,21525
43,1,6,Government,Documentation,12th,Semi-Urban,English,Mobile,Offline Local,Data Entry Operator,23542
30,2,3,Nurse,First Aid,Diploma,Rural,Hindi,Both,Hybrid,Patient Support Online,23551
43,0,6,Handicraft,Product Selling,PG,Urban,Hindi,Mobile,Hybrid,Jewelry Making,20142
26,0,7,Nurse,Patient Monitoring,10th,Urban,English,Laptop,Work From Home,Patient Support Online,23097
46,2,2,Beauty,Makeup,No Formal,Rural,Both,Laptop,Offline Local,Makeup Artist,12702
43,1,2,E-Commerce,Order Handling,8th,Urban,Hindi,Both,Offline Local,Catalog Manager,8950
20,1,7,Baking,Chocolate Making,12th,Rural,Hindi,Mobile,Work From Home,Dessert Selling Online,17978
37,2,2,Security,Communication,Diploma,Urban,English,Mobile,Hybrid,Watchman,12137
27,0,6,Cleaning,Sanitization,Diploma,Rural,Hindi,Mobile,Work From Home,Deep Cleaning Services,14959
42,3,2,Doctor,Basic Healthcare,PG,Semi-Urban,Both,Mobile,Offline Local,Clinic Support,28583
35,3,7,Beauty,Hair Styling,10th,Rural,Both,Both,Offline Local,Mehndi Artist,21996
33,3,2,Baking,Chocolate Making,PG,Semi-Urban,English,Both,Work From Home,Home Bakery,15446
32,0,8,Nurse,Patient Monitoring,UG,Rural,English,Both,Offline Local,Home Care Nurse,30328
34,1,1,Clothing,Embroidery,PG,Rural,Hindi,Both,Work From Home,Tailoring,13203
43,2,7,Data Entry,Excel,PG,Semi-Urban,Hindi,Both,Work From Home,Typing Work,22486
32,1,8,Baking,Chocolate Making,8th,Rural,Hindi,Both,Work From Home,Home Bakery,17660
48,1,4,Data Entry,Data Management,Diploma,Semi-Urban,Both,Both,Work From Home,Excel Assistant,18006
28,0,1,Music,Music Teaching,PG,Urban,Hindi,Mobile,Offline Local,Instrument Tutor,16585
38,3,7,Doctor,Consultation,PG,Rural,English,Mobile,Work From Home,Telemedicine Assistant,34394
38,3,2,Gardening,Plant Care,12th,Urban,Both,Laptop,Offline Local,Home Gardening Service,9099
49,0,7,Electrician,Wiring,8th,Rural,English,Mobile,Work From Home,Home Electrician,19189
40,4,3,Banking,Customer Handling,UG,Rural,Hindi,Both,Offline Local,Customer Support,18554
40,3,3,Law,Research,Diploma,Semi-Urban,Both,Mobile,Work From Home,Legal Assistant,22277
46,2,1,Labour,Physical Work,12th,Rural,Hindi,Both,Hybrid,Warehouse Helper,7640
31,0,7,Electrician,Wiring,PG,Rural,English,Both,Work From Home,Home Electrician,22765
25,0,3,E-Commerce,Inventory,UG,Rural,Hindi,Both,Work From Home,Catalog Manager,12617
31,0,3,Fitness,Yoga,10th,Urban,Hindi,Mobile,Work From Home,Zumba Trainer,15701
38,1,6,Social Media,Content Writing,UG,Rural,Hindi,Both,Work From Home,Instagram Reels Editor,23347
44,2,8,Banking,Customer Handling,UG,Rural,Both,Both,Hybrid,Customer Support,28764
42,0,3,Commerce,Accounting,UG,Urban,English,Mobile,Work From Home,Accounting Assistant,17973
48,1,8,E-Commerce,Packing,No Formal,Semi-Urban,Both,Laptop,Offline Local,Order Processing,15712
38,1,6,Labour,Helper Skills,PG,Rural,Both,Mobile,Hybrid,Factory Worker,19713
42,3,8,Labour,Physical Work,Diploma,Urban,English,Both,Work From Home,Construction Helper,19380
21,1,4,Nurse,Nursing Care,10th,Semi-Urban,Hindi,Mobile,Offline Local,Home Care Nurse,23979
35,0,5,Security,Discipline,Diploma,Rural,Both,Both,Work From Home,Security Guard,13689
23,3,7,Electrician,Wiring,UG,Rural,English,Laptop,Work From Home,Electrical Repair Services,25573
27,0,2,Law,Legal Drafting,UG,Semi-Urban,English,Mobile,Work From Home,Contract Reviewer,18031
32,1,8,Nurse,Nursing Care,10th,Rural,Both,Mobile,Offline Local,Clinic Nurse,24674
23,3,1,Commerce,Tally,No Formal,Rural,English,Mobile,Offline Local,Invoice Processing,13215
25,1,1,Fitness,Nutrition,No Formal,Rural,Both,Both,Work From Home,Yoga Instructor Online,15738
43,2,6,Beauty,Makeup,8th,Urban,English,Both,Hybrid,Home Salon,17199
37,1,4,IT,Graphic Designing,10th,Urban,Hindi,Mobile,Work From Home,Graphic Designing,21747
25,1,2,Nurse,Patient Monitoring,10th,Urban,Both,Both,Offline Local,Patient Support Online,18435
37,2,4,Clothing,Fashion Designing,10th,Rural,Both,Mobile,Hybrid,Clothing Seller Online,16689
35,0,2,Law,Research,UG,Urban,Hindi,Laptop,Work From Home,Contract Reviewer,20097
24,1,1,Doctor,Consultation,UG,Semi-Urban,Both,Mobile,Work From Home,Clinic Support,23420
